Folder_Name,File_Name,File_Type,Content,Description,Cleaned_Description
Hardware_Issue,ticket_06.json,JSON,"{
  ""ticket_id"": ""TICK-HAR-0006"",
  ""ticket_type"": ""Hardware_Issue"",
  ""category"": ""Hardware"",
  ""title"": ""Monitor display issue"",
  ""description"": ""User reported: Monitor display issue. Additional details: User reports intermittent behavior. Sometimes works, sometimes doesn't."",
  ""status"": ""Closed"",
  ""priority"": ""Medium"",
  ""created_date"": ""2025-12-22 20:39:17"",
  ""updated_date"": ""2025-12-30 20:39:17"",
  ""resolved_date"": ""2025-12-30 20:39:17"",
  ""reported_by"": ""Michael Brown"",
  ""department"": ""HR"",
  ""assigned_to"": ""Network Admin"",
  ""tags"": [
    ""Hardware"",
    ""Medium"",
    ""Closed""
  ],
  ""attachments"": 1,
  ""comments_count"": 4
}","User reported: Monitor display issue. Additional details: User reports intermittent behavior. Sometimes works, sometimes doesn't.",MONITOR DISPLAY ISSUE ADDITIONAL DETAILS USER REPORTS INTERMITTENT BEHAVIOR SOMETIMES WORKS SOMETIMES
Hardware_Issue,ticket_06.pdf,PDF,"IT Support Ticket: TICK-HAR-0006
Ticket Information
Ticket ID: TICK-HAR-0006
Type: Hardware_Issue
Category: Hardware
Title: Monitor display issue
Status: Closed
Priority: Medium
Created Date: 2025-12-22 20:39:17
Updated Date: 2025-12-30 20:39:17
Resolved Date: 2025-12-30 20:39:17
Reported By: Michael Brown
Department: HR
Assigned To: Network Admin
Description
User reported: Monitor display issue. Additional details: User reports intermittent behavior. Sometimes works,
sometimes doesn't.
Additional Information
Attachments: 1
Comments: 4
Tags: Hardware, Medium, Closed",,
Hardware_Issue,ticket_07.json,JSON,"{
  ""ticket_id"": ""TICK-HAR-0007"",
  ""ticket_type"": ""Hardware_Issue"",
  ""category"": ""Hardware"",
  ""title"": ""Screen cracked"",
  ""description"": ""User reported: Screen cracked. Additional details: Issue started after recent system update. Hardware diagnostics show error code."",
  ""status"": ""Open"",
  ""priority"": ""Low"",
  ""created_date"": ""2025-11-26 20:39:17"",
  ""updated_date"": ""2025-12-03 20:39:17"",
  ""resolved_date"": null,
  ""reported_by"": ""Robert Taylor"",
  ""department"": ""Support"",
  ""assigned_to"": ""Help Desk"",
  ""tags"": [
    ""Hardware"",
    ""Low"",
    ""Open""
  ],
  ""attachments"": 1,
  ""comments_count"": 1
}",User reported: Screen cracked. Additional details: Issue started after recent system update. Hardware diagnostics show error code.,SCREEN CRACKED ADDITIONAL DETAILS ISSUE STARTED RECENT SYSTEM UPDATE HARDWARE DIAGNOSTICS SHOW ERROR CODE
Hardware_Issue,ticket_07.pdf,PDF,"IT Support Ticket: TICK-HAR-0007
Ticket Information
Ticket ID: TICK-HAR-0007
Type: Hardware_Issue
Category: Hardware
Title: Screen cracked
Status: Open
Priority: Low
Created Date: 2025-11-26 20:39:17
Updated Date: 2025-12-03 20:39:17
Resolved Date: N/A
Reported By: Robert Taylor
Department: Support
Assigned To: Help Desk
Description
User reported: Screen cracked. Additional details: Issue started after recent system update. Hardware diagnostics show
error code.
Additional Information
Attachments: 1
Comments: 1
Tags: Hardware, Low, Open",,
Hardware_Issue,ticket_08.json,JSON,"{
  ""ticket_id"": ""TICK-HAR-0008"",
  ""ticket_type"": ""Hardware_Issue"",
  ""category"": ""Hardware"",
  ""title"": ""Mouse not responding"",
  ""description"": ""User reported: Mouse not responding. Additional details: Issue started after recent system update. Hardware diagnostics show error code."",
  ""status"": ""Resolved"",
  ""priority"": ""Critical"",
  ""created_date"": ""2025-12-05 20:39:17"",
  ""updated_date"": ""2025-12-15 20:39:17"",
  ""resolved_date"": ""2025-12-15 20:39:17"",
  ""reported_by"": ""Michael Brown"",
  ""department"": ""Engineering"",
  ""assigned_to"": ""Network Admin"",
  ""tags"": [
    ""Hardware"",
    ""Critical"",
    ""Resolved""
  ],
  ""attachments"": 0,
  ""comments_count"": 5
}",User reported: Mouse not responding. Additional details: Issue started after recent system update. Hardware diagnostics show error code.,MOUSE RESPONDING ADDITIONAL DETAILS ISSUE STARTED RECENT SYSTEM UPDATE HARDWARE DIAGNOSTICS SHOW ERROR CODE
Hardware_Issue,ticket_08.pdf,PDF,"IT Support Ticket: TICK-HAR-0008
Ticket Information
Ticket ID: TICK-HAR-0008
Type: Hardware_Issue
Category: Hardware
Title: Mouse not responding
Status: Resolved
Priority: Critical
Created Date: 2025-12-05 20:39:17
Updated Date: 2025-12-15 20:39:17
Resolved Date: 2025-12-15 20:39:17
Reported By: Michael Brown
Department: Engineering
Assigned To: Network Admin
Description
User reported: Mouse not responding. Additional details: Issue started after recent system update. Hardware diagnostics
show error code.
Additional Information
Attachments: 0
Comments: 5
Tags: Hardware, Critical, Resolved",,
Hardware_Issue,ticket_09.json,JSON,"{
  ""ticket_id"": ""TICK-HAR-0009"",
  ""ticket_type"": ""Hardware_Issue"",
  ""category"": ""Hardware"",
  ""title"": ""Screen cracked"",
  ""description"": ""User reported: Screen cracked. Additional details: Device was working fine yesterday. User tried restarting but issue persists."",
  ""status"": ""Resolved"",
  ""priority"": ""Medium"",
  ""created_date"": ""2025-12-11 20:39:17"",
  ""updated_date"": ""2025-12-21 20:39:17"",
  ""resolved_date"": ""2025-12-21 20:39:17"",
  ""reported_by"": ""Emily Davis"",
  ""department"": ""HR"",
  ""assigned_to"": ""System Admin"",
  ""tags"": [
    ""Hardware"",
    ""Medium"",
    ""Resolved""
  ],
  ""attachments"": 2,
  ""comments_count"": 1
}",User reported: Screen cracked. Additional details: Device was working fine yesterday. User tried restarting but issue persists.,SCREEN CRACKED ADDITIONAL DETAILS DEVICE WORKING FINE YESTERDAY USER TRIED RESTARTING ISSUE PERSISTS
Hardware_Issue,ticket_09.pdf,PDF,"IT Support Ticket: TICK-HAR-0009
Ticket Information
Ticket ID: TICK-HAR-0009
Type: Hardware_Issue
Category: Hardware
Title: Screen cracked
Status: Resolved
Priority: Medium
Created Date: 2025-12-11 20:39:17
Updated Date: 2025-12-21 20:39:17
Resolved Date: 2025-12-21 20:39:17
Reported By: Emily Davis
Department: HR
Assigned To: System Admin
Description
User reported: Screen cracked. Additional details: Device was working fine yesterday. User tried restarting but issue
persists.
Additional Information
Attachments: 2
Comments: 1
Tags: Hardware, Medium, Resolved",,
Hardware_Issue,ticket_10.json,JSON,"{
  ""ticket_id"": ""TICK-HAR-0010"",
  ""ticket_type"": ""Hardware_Issue"",
  ""category"": ""Hardware"",
  ""title"": ""USB port not working"",
  ""description"": ""User reported: USB port not working. Additional details: User reports intermittent behavior. Sometimes works, sometimes doesn't."",
  ""status"": ""Resolved"",
  ""priority"": ""Critical"",
  ""created_date"": ""2025-11-22 20:39:17"",
  ""updated_date"": ""2025-11-26 20:39:17"",
  ""resolved_date"": ""2025-11-26 20:39:17"",
  ""reported_by"": ""Emily Davis"",
  ""department"": ""HR"",
  ""assigned_to"": ""Help Desk"",
  ""tags"": [
    ""Hardware"",
    ""Critical"",
    ""Resolved""
  ],
  ""attachments"": 2,
  ""comments_count"": 1
}","User reported: USB port not working. Additional details: User reports intermittent behavior. Sometimes works, sometimes doesn't.",USB PORT WORKING ADDITIONAL DETAILS USER REPORTS INTERMITTENT BEHAVIOR SOMETIMES WORKS SOMETIMES
Hardware_Issue,ticket_10.pdf,PDF,"IT Support Ticket: TICK-HAR-0010
Ticket Information
Ticket ID: TICK-HAR-0010
Type: Hardware_Issue
Category: Hardware
Title: USB port not working
Status: Resolved
Priority: Critical
Created Date: 2025-11-22 20:39:17
Updated Date: 2025-11-26 20:39:17
Resolved Date: 2025-11-26 20:39:17
Reported By: Emily Davis
Department: HR
Assigned To: Help Desk
Description
User reported: USB port not working. Additional details: User reports intermittent behavior. Sometimes works,
sometimes doesn't.
Additional Information
Attachments: 2
Comments: 1
Tags: Hardware, Critical, Resolved",,
Software_Issue,ticket_01.json,JSON,"{
  ""ticket_id"": ""TICK-SOF-0001"",
  ""ticket_type"": ""Software_Issue"",
  ""category"": ""Software"",
  ""title"": ""Performance slow"",
  ""description"": ""User reported: Performance slow. Additional details: Performance degradation noticed after recent update. System resources normal."",
  ""status"": ""Pending"",
  ""priority"": ""Critical"",
  ""created_date"": ""2025-11-24 20:39:17"",
  ""updated_date"": ""2025-12-04 20:39:17"",
  ""resolved_date"": null,
  ""reported_by"": ""Sarah Johnson"",
  ""department"": ""HR"",
  ""assigned_to"": ""Help Desk"",
  ""tags"": [
    ""Software"",
    ""Critical"",
    ""Pending""
  ],
  ""attachments"": 0,
  ""comments_count"": 0
}",User reported: Performance slow. Additional details: Performance degradation noticed after recent update. System resources normal.,PERFORMANCE SLOW ADDITIONAL DETAILS PERFORMANCE DEGRADATION NOTICED RECENT UPDATE SYSTEM RESOURCES NORMAL
Software_Issue,ticket_01.pdf,PDF,"IT Support Ticket: TICK-SOF-0001
Ticket Information
Ticket ID: TICK-SOF-0001
Type: Software_Issue
Category: Software
Title: Performance slow
Status: Pending
Priority: Critical
Created Date: 2025-11-24 20:39:17
Updated Date: 2025-12-04 20:39:17
Resolved Date: N/A
Reported By: Sarah Johnson
Department: HR
Assigned To: Help Desk
Description
User reported: Performance slow. Additional details: Performance degradation noticed after recent update. System
resources normal.
Additional Information
Attachments: 0
Comments: 0
Tags: Software, Critical, Pending",,
Software_Issue,ticket_02.json,JSON,"{
  ""ticket_id"": ""TICK-SOF-0002"",
  ""ticket_type"": ""Software_Issue"",
  ""category"": ""Software"",
  ""title"": ""Update failed"",
  ""description"": ""User reported: Update failed. Additional details: Performance degradation noticed after recent update. System resources normal."",
  ""status"": ""Open"",
  ""priority"": ""High"",
  ""created_date"": ""2025-11-27 20:39:17"",
  ""updated_date"": ""2025-11-29 20:39:17"",
  ""resolved_date"": null,
  ""reported_by"": ""John Smith"",
  ""department"": ""Operations"",
  ""assigned_to"": ""Network Admin"",
  ""tags"": [
    ""Software"",
    ""High"",
    ""Open""
  ],
  ""attachments"": 1,
  ""comments_count"": 3
}",User reported: Update failed. Additional details: Performance degradation noticed after recent update. System resources normal.,UPDATE FAILED ADDITIONAL DETAILS PERFORMANCE DEGRADATION NOTICED RECENT UPDATE SYSTEM RESOURCES NORMAL
Software_Issue,ticket_02.pdf,PDF,"IT Support Ticket: TICK-SOF-0002
Ticket Information
Ticket ID: TICK-SOF-0002
Type: Software_Issue
Category: Software
Title: Update failed
Status: Open
Priority: High
Created Date: 2025-11-27 20:39:17
Updated Date: 2025-11-29 20:39:17
Resolved Date: N/A
Reported By: John Smith
Department: Operations
Assigned To: Network Admin
Description
User reported: Update failed. Additional details: Performance degradation noticed after recent update. System resources
normal.
Additional Information
Attachments: 1
Comments: 3
Tags: Software, High, Open",,
Software_Issue,ticket_03.json,JSON,"{
  ""ticket_id"": ""TICK-SOF-0003"",
  ""ticket_type"": ""Software_Issue"",
  ""category"": ""Software"",
  ""title"": ""Compatibility issue"",
  ""description"": ""User reported: Compatibility issue. Additional details: User unable to complete workflow. Feature was working last week."",
  ""status"": ""Resolved"",
  ""priority"": ""Critical"",
  ""created_date"": ""2025-12-04 20:39:17"",
  ""updated_date"": ""2025-12-13 20:39:17"",
  ""resolved_date"": ""2025-12-13 20:39:17"",
  ""reported_by"": ""Jennifer Martinez"",
  ""department"": ""Support"",
  ""assigned_to"": ""Security Team"",
  ""tags"": [
    ""Software"",
    ""Critical"",
    ""Resolved""
  ],
  ""attachments"": 2,
  ""comments_count"": 0
}",User reported: Compatibility issue. Additional details: User unable to complete workflow. Feature was working last week.,COMPATIBILITY ISSUE ADDITIONAL DETAILS USER UNABLE COMPLETE WORKFLOW FEATURE WORKING LAST WEEK
Software_Issue,ticket_03.pdf,PDF,"IT Support Ticket: TICK-SOF-0003
Ticket Information
Ticket ID: TICK-SOF-0003
Type: Software_Issue
Category: Software
Title: Compatibility issue
Status: Resolved
Priority: Critical
Created Date: 2025-12-04 20:39:17
Updated Date: 2025-12-13 20:39:17
Resolved Date: 2025-12-13 20:39:17
Reported By: Jennifer Martinez
Department: Support
Assigned To: Security Team
Description
User reported: Compatibility issue. Additional details: User unable to complete workflow. Feature was working last week.
Additional Information
Attachments: 2
Comments: 0
Tags: Software, Critical, Resolved",,
Software_Issue,ticket_04.json,JSON,"{
  ""ticket_id"": ""TICK-SOF-0004"",
  ""ticket_type"": ""Software_Issue"",
  ""category"": ""Software"",
  ""title"": ""Update failed"",
  ""description"": ""User reported: Update failed. Additional details: User unable to complete workflow. Feature was working last week."",
  ""status"": ""Open"",
  ""priority"": ""High"",
  ""created_date"": ""2025-12-08 20:39:17"",
  ""updated_date"": ""2025-12-16 20:39:17"",
  ""resolved_date"": null,
  ""reported_by"": ""Emily Davis"",
  ""department"": ""Support"",
  ""assigned_to"": ""System Admin"",
  ""tags"": [
    ""Software"",
    ""High"",
    ""Open""
  ],
  ""attachments"": 1,
  ""comments_count"": 1
}",User reported: Update failed. Additional details: User unable to complete workflow. Feature was working last week.,UPDATE FAILED ADDITIONAL DETAILS USER UNABLE COMPLETE WORKFLOW FEATURE WORKING LAST WEEK
Software_Issue,ticket_04.pdf,PDF,"IT Support Ticket: TICK-SOF-0004
Ticket Information
Ticket ID: TICK-SOF-0004
Type: Software_Issue
Category: Software
Title: Update failed
Status: Open
Priority: High
Created Date: 2025-12-08 20:39:17
Updated Date: 2025-12-16 20:39:17
Resolved Date: N/A
Reported By: Emily Davis
Department: Support
Assigned To: System Admin
Description
User reported: Update failed. Additional details: User unable to complete workflow. Feature was working last week.
Additional Information
Attachments: 1
Comments: 1
Tags: Software, High, Open",,
Software_Issue,ticket_05.json,JSON,"{
  ""ticket_id"": ""TICK-SOF-0005"",
  ""ticket_type"": ""Software_Issue"",
  ""category"": ""Software"",
  ""title"": ""Update failed"",
  ""description"": ""User reported: Update failed. Additional details: Performance degradation noticed after recent update. System resources normal."",
  ""status"": ""Closed"",
  ""priority"": ""Critical"",
  ""created_date"": ""2025-12-03 20:39:17"",
  ""updated_date"": ""2025-12-07 20:39:17"",
  ""resolved_date"": ""2025-12-07 20:39:17"",
  ""reported_by"": ""David Wilson"",
  ""department"": ""Engineering"",
  ""assigned_to"": ""IT Support Team"",
  ""tags"": [
    ""Software"",
    ""Critical"",
    ""Closed""
  ],
  ""attachments"": 3,
  ""comments_count"": 1
}",User reported: Update failed. Additional details: Performance degradation noticed after recent update. System resources normal.,UPDATE FAILED ADDITIONAL DETAILS PERFORMANCE DEGRADATION NOTICED RECENT UPDATE SYSTEM RESOURCES NORMAL
Software_Issue,ticket_05.pdf,PDF,"IT Support Ticket: TICK-SOF-0005
Ticket Information
Ticket ID: TICK-SOF-0005
Type: Software_Issue
Category: Software
Title: Update failed
Status: Closed
Priority: Critical
Created Date: 2025-12-03 20:39:17
Updated Date: 2025-12-07 20:39:17
Resolved Date: 2025-12-07 20:39:17
Reported By: David Wilson
Department: Engineering
Assigned To: IT Support Team
Description
User reported: Update failed. Additional details: Performance degradation noticed after recent update. System resources
normal.
Additional Information
Attachments: 3
Comments: 1
Tags: Software, Critical, Closed",,
Software_Issue,ticket_06.json,JSON,"{
  ""ticket_id"": ""TICK-SOF-0006"",
  ""ticket_type"": ""Software_Issue"",
  ""category"": ""Software"",
  ""title"": ""Software won't install"",
  ""description"": ""User reported: Software won't install. Additional details: Application freezes when opening large files. Error log shows memory issues."",
  ""status"": ""Closed"",
  ""priority"": ""High"",
  ""created_date"": ""2025-12-01 20:39:17"",
  ""updated_date"": ""2025-12-05 20:39:17"",
  ""resolved_date"": ""2025-12-05 20:39:17"",
  ""reported_by"": ""Emily Davis"",
  ""department"": ""Engineering"",
  ""assigned_to"": ""Security Team"",
  ""tags"": [
    ""Software"",
    ""High"",
    ""Closed""
  ],
  ""attachments"": 1,
  ""comments_count"": 3
}",User reported: Software won't install. Additional details: Application freezes when opening large files. Error log shows memory issues.,SOFTWARE INSTALL ADDITIONAL DETAILS APPLICATION FREEZES OPENING LARGE FILES ERROR LOG SHOWS MEMORY ISSUES
Software_Issue,ticket_06.pdf,PDF,"IT Support Ticket: TICK-SOF-0006
Ticket Information
Ticket ID: TICK-SOF-0006
Type: Software_Issue
Category: Software
Title: Software won't install
Status: Closed
Priority: High
Created Date: 2025-12-01 20:39:17
Updated Date: 2025-12-05 20:39:17
Resolved Date: 2025-12-05 20:39:17
Reported By: Emily Davis
Department: Engineering
Assigned To: Security Team
Description
User reported: Software won't install. Additional details: Application freezes when opening large files. Error log shows
memory issues.
Additional Information
Attachments: 1
Comments: 3
Tags: Software, High, Closed",,
Software_Issue,ticket_07.json,JSON,"{
  ""ticket_id"": ""TICK-SOF-0007"",
  ""ticket_type"": ""Software_Issue"",
  ""category"": ""Software"",
  ""title"": ""Error messages"",
  ""description"": ""User reported: Error messages. Additional details: User unable to complete workflow. Feature was working last week."",
  ""status"": ""Closed"",
  ""priority"": ""High"",
  ""created_date"": ""2025-12-02 20:39:17"",
  ""updated_date"": ""2025-12-11 20:39:17"",
  ""resolved_date"": ""2025-12-11 20:39:17"",
  ""reported_by"": ""Sarah Johnson"",
  ""department"": ""IT"",
  ""assigned_to"": ""System Admin"",
  ""tags"": [
    ""Software"",
    ""High"",
    ""Closed""
  ],
  ""attachments"": 2,
  ""comments_count"": 2
}",User reported: Error messages. Additional details: User unable to complete workflow. Feature was working last week.,ERROR MESSAGES ADDITIONAL DETAILS USER UNABLE COMPLETE WORKFLOW FEATURE WORKING LAST WEEK
Software_Issue,ticket_07.pdf,PDF,"IT Support Ticket: TICK-SOF-0007
Ticket Information
Ticket ID: TICK-SOF-0007
Type: Software_Issue
Category: Software
Title: Error messages
Status: Closed
Priority: High
Created Date: 2025-12-02 20:39:17
Updated Date: 2025-12-11 20:39:17
Resolved Date: 2025-12-11 20:39:17
Reported By: Sarah Johnson
Department: IT
Assigned To: System Admin
Description
User reported: Error messages. Additional details: User unable to complete workflow. Feature was working last week.
Additional Information
Attachments: 2
Comments: 2
Tags: Software, High, Closed",,
Software_Issue,ticket_08.json,JSON,"{
  ""ticket_id"": ""TICK-SOF-0008"",
  ""ticket_type"": ""Software_Issue"",
  ""category"": ""Software"",
  ""title"": ""Configuration problem"",
  ""description"": ""User reported: Configuration problem. Additional details: Performance degradation noticed after recent update. System resources normal."",
  ""status"": ""Resolved"",
  ""priority"": ""Low"",
  ""created_date"": ""2025-12-03 20:39:17"",
  ""updated_date"": ""2025-12-13 20:39:17"",
  ""resolved_date"": ""2025-12-13 20:39:17"",
  ""reported_by"": ""Robert Taylor"",
  ""department"": ""Operations"",
  ""assigned_to"": ""Network Admin"",
  ""tags"": [
    ""Software"",
    ""Low"",
    ""Resolved""
  ],
  ""attachments"": 0,
  ""comments_count"": 1
}",User reported: Configuration problem. Additional details: Performance degradation noticed after recent update. System resources normal.,CONFIGURATION PROBLEM ADDITIONAL DETAILS PERFORMANCE DEGRADATION NOTICED RECENT UPDATE SYSTEM RESOURCES NORMAL
Software_Issue,ticket_08.pdf,PDF,"IT Support Ticket: TICK-SOF-0008
Ticket Information
Ticket ID: TICK-SOF-0008
Type: Software_Issue
Category: Software
Title: Configuration problem
Status: Resolved
Priority: Low
Created Date: 2025-12-03 20:39:17
Updated Date: 2025-12-13 20:39:17
Resolved Date: 2025-12-13 20:39:17
Reported By: Robert Taylor
Department: Operations
Assigned To: Network Admin
Description
User reported: Configuration problem. Additional details: Performance degradation noticed after recent update. System
resources normal.
Additional Information
Attachments: 0
Comments: 1
Tags: Software, Low, Resolved",,
